Time,K004b_Raum.room_temperature
149,22.237
150,22.2338
150,22.2338
151,22.2306
152,22.2274
153,22.2242
154,22.221
155,22.2178
156,22.2147
157,22.2115
158,22.2084
159,22.2053
160,22.2022
160,22.2022
161,22.1991
162,22.196
163,22.1929
164,22.1899
165,22.1869
166,22.1839
167,22.1809
168,22.1779
169,22.175
170,22.1721
170,22.1721
171,22.1692
172,22.1663
173,22.1634
174,22.1605
175,22.1576
176,22.1547
177,22.1519
178,22.1491
179,22.1462
180,22.1434
180,22.1434
181,22.1406
182,22.1378
183,22.135
184,22.1322
185,22.1295
186,22.1267
187,22.124
188,22.1213
189,22.1186
190,22.1159
190,22.1159
191,22.1132
192,22.1106
193,22.1079
194,22.1053
195,22.1026
196,22.1
197,22.0974
198,22.0948
199,22.0922
200,22.0896
200,22.0896
201,22.087
202,22.0844
203,22.0819
204,22.0793
205,22.0767
206,22.0741
207,22.0715
208,22.0689
209,22.0663
210,22.0637
210,22.0637
211,22.0611
212,22.0585
213,22.056
214,22.0534
215,22.0509
216,22.0484
217,22.0459
218,22.0434
219,22.041
220,22.0386
220,22.0386
221,22.0361
222,22.0337
223,22.0313
224,22.0289
225,22.0265
226,22.0241
227,22.0217
228,22.0194
229,22.017
230,22.0146
230,22.0146
231,22.0123
232,22.0099
233,22.0076
234,22.0052
235,22.0028
236,22.0005
237,21.9981
238,21.9957
239,21.9933
240,21.9909
240,21.9909
241,21.9885
242,21.9861
243,21.9837
244,21.9813
245,21.9789
246,21.9765
247,21.974
248,21.9716
249,21.9691
250,21.9667
250,21.9667
251,21.9642
252,21.9617
253,21.9592
254,21.9567
255,21.9542
256,21.9517
257,21.9492
258,21.9466
259,21.9441
260,21.9415
260,21.9415
261,21.939
262,21.9364
263,21.9339
264,21.9313
265,21.9288
266,21.9262
267,21.9237
268,21.9211
269,21.9186
270,21.916
270,21.916
271,21.9135
272,21.911
273,21.9084
274,21.9059
275,21.9034
276,21.9009
277,21.8985
278,21.896
279,21.8935
280,21.8911
280,21.8911
281,21.8886
282,21.8862
283,21.8837
284,21.8813
285,21.8789
286,21.8765
287,21.8741
288,21.8717
289,21.8693
290,21.8669
290,21.8669
291,21.8645
292,21.8622
293,21.8598
294,21.8575
295,21.8551
296,21.8528
297,21.8505
298,21.8482
299,21.8459
300,21.8436
300,21.8436
301,21.8414
302,21.8391
303,21.8368
304,21.8346
305,21.8324
306,21.8301
307,21.8279
308,21.8257
309,21.8234
310,21.8212
310,21.8212
311,21.819
312,21.8168
313,21.8146
314,21.8124
315,21.8102
316,21.808
317,21.8058
318,21.8036
319,21.8014
320,21.7993
320,21.7993
321,21.7971
322,21.7949
323,21.7927
324,21.7905
325,21.7883
326,21.7862
327,21.784
328,21.7818
329,21.7796
330,21.7774
330,21.7774
331,21.7752
332,21.773
333,21.7709
334,21.7687
335,21.7665
336,21.7643
337,21.7622
338,21.76
339,21.7579
340,21.7557
340,21.7557
341,21.7535
342,21.7514
343,21.7493
344,21.7471
345,21.745
346,21.7429
347,21.7408
348,21.7387
349,21.7366
350,21.7345
350,21.7345
351,21.7324
352,21.7303
353,21.7283
354,21.7262
355,21.7241
356,21.7221
357,21.72
358,21.718
359,21.7159
360,21.7139
360,21.7139
361,21.7119
362,21.7098
363,21.7078
364,21.7058
365,21.7038
366,21.7018
367,21.6997
368,21.6977
369,21.6957
370,21.6938
370,21.6938
371,21.6918
372,21.6898
373,21.6878
374,21.6858
375,21.6839
376,21.6819
377,21.68
378,21.678
379,21.6761
380,21.6742
380,21.6742
381,21.6723
382,21.6703
383,21.6684
384,21.6665
385,21.6646
386,21.6627
387,21.6608
388,21.6589
389,21.657
390,21.6552
390,21.6552
391,21.6533
392,21.6514
393,21.6495
394,21.6477
395,21.6458
396,21.6439
397,21.6421
398,21.6402
399,21.6384
400,21.6365
400,21.6365
401,21.6347
402,21.6329
403,21.631
404,21.6292
405,21.6274
406,21.6256
407,21.6238
408,21.622
409,21.6202
410,21.6185
410,21.6185
411,21.6167
412,21.6149
413,21.6132
414,21.6114
415,21.6097
416,21.6079
417,21.6062
418,21.6045
419,21.6027
420,21.601
420,21.601
421,21.5993
422,21.5976
423,21.5959
424,21.5942
425,21.5925
426,21.5909
427,21.5892
428,21.5875
429,21.5859
430,21.5842
430,21.5842
431,21.5826
432,21.581
433,21.5794
434,21.5778
435,21.5762
436,21.5746
437,21.573
438,21.5714
439,21.5698
440,21.5683
440,21.5683
441,21.5667
442,21.5651
443,21.5636
444,21.562
445,21.5604
446,21.5589
447,21.5573
448,21.5558
449,21.5542
450,21.5527
450,21.5527
451,21.5511
452,21.5496
453,21.548
454,21.5465
455,21.545
456,21.5434
457,21.5419
458,21.5404
459,21.5389
460,21.5374
460,21.5374
461,21.5359
462,21.5344
463,21.5329
464,21.5314
465,21.53
466,21.5285
467,21.5271
468,21.5257
469,21.5242
470,21.5228
470,21.5228
471,21.5214
472,21.52
473,21.5186
474,21.5172
475,21.5158
476,21.5144
477,21.5129
478,21.5115
479,21.51
480,21.5086
480,21.5086
481,21.5071
482,21.5057
483,21.5042
484,21.5028
485,21.5013
486,21.4998
487,21.4984
488,21.4969
489,21.4954
490,21.4939
490,21.4939
491,21.4924
492,21.4909
493,21.4894
494,21.4879
495,21.4863
496,21.4848
497,21.4832
498,21.4817
499,21.4801
500,21.4785
500,21.4785
501,21.4769
502,21.4753
503,21.4737
504,21.4721
505,21.4705
506,21.4688
507,21.4672
508,21.4655
509,21.4638
510,21.4622
510,21.4622
511,21.4605
512,21.4588
513,21.4572
514,21.4555
515,21.4539
516,21.4522
517,21.4506
518,21.449
519,21.4474
520,21.4458
520,21.4458
521,21.4442
522,21.4426
523,21.4411
524,21.4395
525,21.438
526,21.4365
527,21.4349
528,21.4334
529,21.4319
530,21.4305
530,21.4305
531,21.429
532,21.4275
533,21.426
534,21.4246
535,21.4231
536,21.4217
537,21.4202
538,21.4188
539,21.4173
540,21.4159
540,21.4159
541,21.4144
542,21.413
543,21.4116
544,21.4101
545,21.4087
546,21.4072
547,21.4058
548,21.4044
549,21.4029
550,21.4015
550,21.4015
551,21.4
552,21.3986
553,21.3972
554,21.3957
555,21.3943
556,21.3928
557,21.3914
558,21.39
559,21.3885
560,21.3871
560,21.3871
561,21.3856
562,21.3842
563,21.3828
564,21.3813
565,21.3799
566,21.3785
567,21.3771
568,21.3757
569,21.3743
570,21.3729
570,21.3729
571,21.3715
572,21.3701
573,21.3687
574,21.3674
575,21.366
576,21.3646
577,21.3632
578,21.3619
579,21.3605
580,21.3592
580,21.3592
581,21.3578
582,21.3565
583,21.3552
584,21.3539
585,21.3526
586,21.3513
587,21.35
588,21.3488
589,21.3475
590,21.3463
590,21.3463
591,21.345
592,21.3438
593,21.3426
594,21.3414
595,21.3402
596,21.339
597,21.3378
598,21.3366
599,21.3354
600,21.3343
600,21.3343
601,21.3331
602,21.332
603,21.3309
604,21.3298
605,21.3287
606,21.3276
607,21.3265
608,21.3255
609,21.3245
610,21.3235
610,21.3235
611,21.3225
612,21.3215
613,21.3205
614,21.3196
615,21.3187
616,21.3178
617,21.3169
618,21.3161
619,21.3152
620,21.3144
620,21.3144
621,21.3136
622,21.3128
623,21.312
624,21.3112
625,21.3104
626,21.3097
627,21.3089
628,21.3081
629,21.3074
630,21.3067
630,21.3067
631,21.3059
632,21.3052
633,21.3044
634,21.3037
635,21.3029
636,21.3022
637,21.3014
638,21.3006
639,21.2999
640,21.2991
640,21.2991
641,21.2983
642,21.2975
643,21.2967
644,21.2959
645,21.2951
646,21.2942
647,21.2934
648,21.2925
649,21.2917
650,21.2908
650,21.2908
651,21.2899
652,21.289
653,21.2882
654,21.2873
655,21.2864
656,21.2855
657,21.2847
658,21.2838
659,21.2829
660,21.2821
660,21.2821
661,21.2812
662,21.2803
663,21.2795
664,21.2786
665,21.2778
666,21.277
667,21.2761
668,21.2753
669,21.2745
670,21.2736
670,21.2736
671,21.2728
672,21.272
673,21.2711
674,21.2703
675,21.2694
676,21.2685
677,21.2676
678,21.2667
679,21.2658
680,21.2649
680,21.2649
681,21.2639
682,21.263
683,21.2621
684,21.2611
685,21.2602
686,21.2593
687,21.2584
688,21.2574
689,21.2565
690,21.2556
690,21.2556
691,21.2547
692,21.2538
693,21.253
694,21.2521
695,21.2513
696,21.2505
697,21.2497
698,21.249
699,21.2482
700,21.2475
700,21.2475
701,21.2468
702,21.2461
703,21.2454
704,21.2446
705,21.2439
706,21.2431
707,21.2424
708,21.2416
709,21.2408
710,21.24
710,21.24
711,21.2392
712,21.2384
713,21.2376
714,21.2368
715,21.2361
716,21.2354
717,21.2347
718,21.234
719,21.2333
720,21.2326
720,21.2326
721,21.232
722,21.2313
723,21.2307
724,21.2301
725,21.2294
726,21.2288
727,21.2282
728,21.2276
729,21.227
730,21.2264
730,21.2264
731,21.2258
732,21.2252
733,21.2247
734,21.2241
735,21.2235
736,21.2229
737,21.2223
738,21.2217
739,21.2211
740,21.2205
740,21.2205
741,21.2199
742,21.2193
743,21.2187
744,21.2181
745,21.2175
746,21.2169
747,21.2163
748,21.2157
749,21.2151
750,21.2145
750,21.2145
751,21.2138
752,21.2132
753,21.2126
754,21.212
755,21.2114
756,21.2108
757,21.2102
758,21.2096
759,21.209
760,21.2084
760,21.2084
761,21.2078
762,21.2072
763,21.2066
764,21.206
765,21.2054
766,21.2048
767,21.2041
768,21.2035
769,21.2028
770,21.2022
770,21.2022
771,21.2015
772,21.2008
773,21.2002
774,21.1995
775,21.1988
776,21.1981
777,21.1975
778,21.1968
779,21.1961
780,21.1954
780,21.1954
781,21.1948
782,21.1941
783,21.1934
784,21.1928
785,21.1921
786,21.1915
787,21.1909
788,21.1902
789,21.1896
790,21.189
790,21.189
791,21.1884
792,21.1878
793,21.1873
794,21.1867
795,21.1862
796,21.1857
797,21.1852
798,21.1847
799,21.1843
800,21.1838
800,21.1838
801,21.1834
802,21.183
803,21.1826
804,21.1822
805,21.1818
806,21.1814
807,21.181
808,21.1806
809,21.1803
810,21.1799
810,21.1799
811,21.1795
812,21.1792
813,21.1789
814,21.1785
815,21.1782
816,21.1779
817,21.1775
818,21.1772
819,21.1769
820,21.1766
820,21.1766
821,21.1763
822,21.176
823,21.1757
824,21.1754
825,21.175
826,21.1747
827,21.1744
828,21.1741
829,21.1737
830,21.1734
830,21.1734
831,21.1731
832,21.1727
833,21.1724
834,21.1721
835,21.1718
836,21.1716
