1;22.85
2;22.85
3;22.85
4;22.87
5;22.87
6;22.87
7;22.9
8;22.9
9;22.9
10;22.9
11;22.9
12;22.9
13;22.9
14;22.9
15;22.9
16;22.9
17;22.9
18;22.9
19;22.88
20;22.92
21;22.88
22;22.88
23;22.88
24;22.88
25;22.88
26;22.9
27;22.88
28;22.87
29;22.87
30;22.87
31;22.87
32;22.87
33;22.87
34;22.87
35;22.87
36;22.87
37;22.83
38;22.83
39;22.85
40;22.83
41;22.83
42;22.83
43;22.83
44;22.83
45;22.83
46;22.83
47;22.82
48;22.82
49;22.82
50;22.82
51;22.82
52;22.82
53;22.82
54;22.82
55;22.82
56;22.82
57;22.78
58;22.78
59;22.78
60;22.78
61;22.77
62;22.77
63;22.77
64;22.77
65;22.77
66;22.75
67;22.75
68;22.75
69;22.73
70;22.75
71;22.75
72;22.77
73;22.75
74;22.77
75;22.75
76;22.75
77;22.77
78;22.77
79;22.77
80;22.75
81;22.77
82;22.77
83;22.77
84;22.75
85;22.77
86;22.77
87;22.77
88;22.77
89;22.77
90;22.78
91;22.77
92;22.78
93;22.78
94;22.82
95;22.8
96;22.8
97;22.78
98;22.8
99;22.8
100;22.8
101;22.8
102;22.8
103;22.8
104;22.78
105;22.8
106;22.8
107;22.8
108;22.78
109;22.78
110;22.78
111;22.77
112;22.77
113;22.77
114;22.75
115;22.73
116;22.73
117;22.73
118;22.72
119;22.7
120;22.7
121;22.72
122;22.7
123;22.7
124;22.7
125;22.7
126;22.7
127;22.7
128;22.68
129;22.68
130;22.68
131;22.67
132;22.67
133;22.67
134;22.65
135;22.65
136;22.65
137;22.63
138;22.62
139;22.62
140;22.62
141;22.62
142;22.62
143;22.62
144;22.62
145;22.62
146;22.62
147;22.62
148;22.62
149;22.62
150;22.6
151;22.6
152;22.6
153;22.6
154;22.6
155;22.58
156;22.58
157;22.58
158;22.58
159;22.58
160;22.58
161;22.57
162;22.55
163;22.53
164;22.53
165;22.53
166;22.53
167;22.53
168;22.53
169;22.53
170;22.53
171;22.52
172;22.52
173;22.52
174;22.52
175;22.5
176;22.5
177;22.5
178;22.5
179;22.5
180;22.48
181;22.5
182;22.48
183;22.48
184;22.47
185;22.5
186;22.48
187;22.47
188;22.47
189;22.45
190;22.45
191;22.43
192;22.45
193;22.43
194;22.43
195;22.43
196;22.43
197;22.43
198;22.43
199;22.43
200;22.43
201;22.43
202;22.43
203;22.42
204;22.43
205;22.42
206;22.42
207;22.42
208;22.42
209;22.42
210;22.42
211;22.4
212;22.42
213;22.4
214;22.38
215;22.4
216;22.38
217;22.38
218;22.38
219;22.38
220;22.38
221;22.37
222;22.37
223;22.37
224;22.37
225;22.37
226;22.35
227;22.35
228;22.35
229;22.35
230;22.35
231;22.33
232;22.35
233;22.35
234;22.35
235;22.35
236;22.35
237;22.35
238;22.33
239;22.33
240;22.33
241;22.33
